Unique ID,Case name,Bus name,Bus voltage [kV],Run#,Tswitch_a [s],Tswitch_b [s],Tswitch_c [s],Fault_type,Fault_time [s],LGp [kV],LGr [kV],LLp [kV],LLr [kV],LGrm [kV],LLrm [kV],LLs [kV],LLe [kV],LGp [pu],LGr [pu],LLp [pu],LLr [pu],LGrm [pu],LLrm [pu],LLs [pu],LLe [pu],TOV_dur [s]
C29_S1_N1_F_MM_230_OFC2_3,C29_S1_N1_F,MM_230_OFC2,230,3.0,2.102,2.102,2.102,None,102.102,209.4,134.3,366.3,231.1,123.3,211.1,231.0,228.7,1.115,1.011,1.126,1.005,0.929,0.918,1.004,0.994,0.0
C29_S1_N1_F_MM_230_OFC2_4,C29_S1_N1_F,MM_230_OFC2,230,4.0,2.103,2.103,2.103,None,102.103,208.3,134.4,369.8,231.2,123.3,212.3,231.0,228.8,1.109,1.012,1.137,1.005,0.929,0.923,1.004,0.995,0.0
C29_S1_N1_F_MM_230_OFC2_5,C29_S1_N1_F,MM_230_OFC2,230,5.0,2.104,2.104,2.104,None,102.104,210.8,134.3,369.8,231.8,123.8,215.1,231.0,229.1,1.123,1.011,1.137,1.008,0.932,0.935,1.004,0.996,0.0
C29_S1_N1_F_MM_230_OFC2_6,C29_S1_N1_F,MM_230_OFC2,230,6.0,2.105,2.105,2.105,None,102.105,211.7,133.9,368.2,231.7,125.0,218.4,231.0,229.1,1.127,1.008,1.132,1.007,0.941,0.95,1.004,0.996,0.0
C29_S1_N1_F_MM_230_OFC2_7,C29_S1_N1_F,MM_230_OFC2,230,7.0,2.106,2.106,2.106,None,102.106,211.5,133.5,364.2,231.2,126.5,220.5,231.0,229.4,1.126,1.005,1.12,1.005,0.953,0.959,1.004,0.997,0.0
C29_S1_N1_F_MM_230_OFC2_8,C29_S1_N1_F,MM_230_OFC2,230,8.0,2.107,2.107,2.107,None,102.107,207.0,133.4,356.1,231.1,128.7,223.5,231.0,229.7,1.102,1.005,1.095,1.005,0.969,0.972,1.004,0.999,0.0
C29_S1_N1_F_MM_230_OFC2_9,C29_S1_N1_F,MM_230_OFC2,230,9.0,2.108,2.108,2.108,None,102.108,200.3,133.4,345.8,231.1,130.8,226.4,231.0,230.1,1.067,1.005,1.063,1.005,0.985,0.984,1.004,1.0,0.0
C29_S1_N1_F_MM_230_OFC2_10,C29_S1_N1_F,MM_230_OFC2,230,10.0,2.109,2.109,2.109,None,102.109,195.3,133.6,334.4,231.6,132.0,228.8,231.0,230.6,1.04,1.006,1.028,1.007,0.994,0.995,1.004,1.003,0.0
C29_S1_N1_F_MM_230_OFC2_11,C29_S1_N1_F,MM_230_OFC2,230,11.0,2.11,2.11,2.11,None,102.11,190.5,133.4,329.0,231.1,133.1,230.6,231.0,230.9,1.014,1.005,1.011,1.005,1.002,1.003,1.004,1.004,0.0
C29_S1_N1_F_MM_230_OFC2_12,C29_S1_N1_F,MM_230_OFC2,230,12.0,2.111,2.111,2.111,None,102.111,195.0,133.4,334.2,231.1,132.1,228.8,231.0,230.7,1.038,1.005,1.027,1.005,0.995,0.995,1.004,1.003,0.0
C29_S1_N1_F_MM_230_OFC2_13,C29_S1_N1_F,MM_230_OFC2,230,13.0,2.112,2.112,2.112,None,102.112,199.2,133.4,345.6,231.1,131.0,226.7,231.0,230.1,1.061,1.005,1.063,1.005,0.987,0.986,1.004,1.0,0.0
C29_S1_N1_F_MM_230_OFC2_14,C29_S1_N1_F,MM_230_OFC2,230,14.0,2.113,2.113,2.113,None,102.113,209.3,133.4,356.3,231.1,128.3,222.5,231.0,229.8,1.115,1.005,1.095,1.005,0.966,0.967,1.004,0.999,0.0
C29_S1_N1_F_MM_230_OFC2_15,C29_S1_N1_F,MM_230_OFC2,230,15.0,2.114,2.114,2.114,None,102.114,211.5,133.4,364.4,231.1,125.8,219.4,231.0,229.4,1.126,1.005,1.12,1.005,0.947,0.954,1.004,0.997,0.0
C29_S1_N1_F_MM_230_OFC2_16,C29_S1_N1_F,MM_230_OFC2,230,16.0,2.115,2.115,2.115,None,102.115,210.6,133.4,364.1,231.1,124.1,216.5,231.0,229.1,1.121,1.005,1.119,1.005,0.935,0.941,1.004,0.996,0.0
C29_S1_N1_F_MM_230_OFC2_17,C29_S1_N1_F,MM_230_OFC2,230,17.0,2.116,2.116,2.116,None,102.116,209.5,133.4,364.7,231.1,123.1,213.3,231.0,229.0,1.116,1.005,1.121,1.005,0.927,0.927,1.004,0.996,0.0
C29_S1_N1_F_MM_230_OFC2_18,C29_S1_N1_F,MM_230_OFC2,230,18.0,2.117,2.117,2.117,None,102.117,208.8,133.6,370.4,231.1,123.3,211.9,231.0,228.8,1.112,1.006,1.139,1.005,0.929,0.921,1.004,0.995,0.0
C29_S1_N1_F_MM_230_OFC2_19,C29_S1_N1_F,MM_230_OFC2,230,19.0,2.118,2.118,2.118,None,102.118,210.0,133.5,370.3,231.1,122.8,212.1,231.0,228.8,1.118,1.005,1.138,1.005,0.925,0.922,1.004,0.995,0.0
C29_S1_N1_F_MM_230_OFC2_20,C29_S1_N1_F,MM_230_OFC2,230,20.0,2.119,2.119,2.119,None,102.119,210.6,133.4,368.7,231.1,122.7,213.3,231.0,228.5,1.121,1.005,1.134,1.005,0.924,0.927,1.004,0.993,0.0
C29_S1_N1_F_MM_230_OFC3_1,C29_S1_N1_F,MM_230_OFC3,230,1.0,2.1,2.1,2.1,None,102.1,211.4,134.2,367.9,232.8,123.2,213.4,232.3,229.7,1.126,1.011,1.131,1.012,0.928,0.928,1.01,0.999,0.0
C29_S1_N1_F_MM_230_OFC3_2,C29_S1_N1_F,MM_230_OFC3,230,2.0,2.101,2.101,2.101,None,102.101,211.1,134.7,365.5,233.1,123.5,212.4,232.3,229.8,1.124,1.014,1.124,1.013,0.93,0.923,1.01,0.999,0.0
C29_S1_N1_F_MM_230_OFC3_3,C29_S1_N1_F,MM_230_OFC3,230,3.0,2.102,2.102,2.102,None,102.102,210.1,135.1,367.2,232.5,124.0,212.3,232.3,230.0,1.119,1.017,1.129,1.011,0.934,0.923,1.01,1.0,0.0
C29_S1_N1_F_MM_230_OFC3_4,C29_S1_N1_F,MM_230_OFC3,230,4.0,2.103,2.103,2.103,None,102.103,208.7,135.2,370.8,232.5,124.1,213.6,232.3,230.1,1.111,1.018,1.14,1.011,0.935,0.929,1.01,1.0,0.0
C29_S1_N1_F_MM_230_OFC3_5,C29_S1_N1_F,MM_230_OFC3,230,5.0,2.104,2.104,2.104,None,102.104,211.5,135.1,370.8,233.2,124.5,216.3,232.3,230.3,1.126,1.017,1.14,1.014,0.938,0.94,1.01,1.001,0.0
C29_S1_N1_F_MM_230_OFC3_6,C29_S1_N1_F,MM_230_OFC3,230,6.0,2.105,2.105,2.105,None,102.105,212.4,134.7,369.5,233.1,125.7,219.7,232.3,230.4,1.131,1.014,1.136,1.013,0.947,0.955,1.01,1.002,0.0
C29_S1_N1_F_MM_230_OFC3_7,C29_S1_N1_F,MM_230_OFC3,230,7.0,2.106,2.106,2.106,None,102.106,212.3,134.3,365.5,232.6,127.2,221.8,232.3,230.7,1.13,1.011,1.124,1.011,0.958,0.964,1.01,1.003,0.0
C29_S1_N1_F_MM_230_OFC3_8,C29_S1_N1_F,MM_230_OFC3,230,8.0,2.107,2.107,2.107,None,102.107,207.7,134.2,357.6,232.5,129.5,224.8,232.3,231.0,1.106,1.011,1.099,1.011,0.975,0.977,1.01,1.004,0.0
C29_S1_N1_F_MM_230_OFC3_9,C29_S1_N1_F,MM_230_OFC3,230,9.0,2.108,2.108,2.108,None,102.108,201.2,134.2,347.5,232.5,131.5,227.7,232.3,231.4,1.071,1.011,1.068,1.011,0.99,0.99,1.01,1.006,0.0
C29_S1_N1_F_MM_230_OFC3_10,C29_S1_N1_F,MM_230_OFC3,230,10.0,2.109,2.109,2.109,None,102.109,196.2,134.4,336.3,232.9,132.8,230.2,232.3,232.0,1.045,1.012,1.034,1.013,1.0,1.001,1.01,1.009,0.0
C29_S1_N1_F_MM_230_OFC3_11,C29_S1_N1_F,MM_230_OFC3,230,11.0,2.11,2.11,2.11,None,102.11,191.5,134.2,330.9,232.5,133.9,231.9,232.3,232.2,1.02,1.011,1.017,1.011,1.008,1.008,1.01,1.01,0.0
C29_S1_N1_F_MM_230_OFC3_12,C29_S1_N1_F,MM_230_OFC3,230,12.0,2.111,2.111,2.111,None,102.111,195.9,134.2,336.1,232.5,132.9,230.2,232.3,232.0,1.043,1.011,1.033,1.011,1.001,1.001,1.01,1.009,0.0
C29_S1_N1_F_MM_230_OFC3_13,C29_S1_N1_F,MM_230_OFC3,230,13.0,2.112,2.112,2.112,None,102.112,200.1,134.2,347.3,232.5,131.8,228.1,232.3,231.4,1.066,1.011,1.068,1.011,0.993,0.992,1.01,1.006,0.0
C29_S1_N1_F_MM_230_OFC3_14,C29_S1_N1_F,MM_230_OFC3,230,14.0,2.113,2.113,2.113,None,102.113,210.0,134.2,357.9,232.5,129.0,223.8,232.3,231.1,1.118,1.011,1.1,1.011,0.971,0.973,1.01,1.005,0.0
C29_S1_N1_F_MM_230_OFC3_15,C29_S1_N1_F,MM_230_OFC3,230,15.0,2.114,2.114,2.114,None,102.114,212.3,134.2,365.8,232.5,126.6,220.8,232.3,230.7,1.13,1.011,1.125,1.011,0.953,0.96,1.01,1.003,0.0
C29_S1_N1_F_MM_230_OFC3_16,C29_S1_N1_F,MM_230_OFC3,230,16.0,2.115,2.115,2.115,None,102.115,211.3,134.2,365.3,232.5,124.8,217.8,232.3,230.4,1.125,1.011,1.123,1.011,0.94,0.947,1.01,1.002,0.0
C29_S1_N1_F_MM_230_OFC3_17,C29_S1_N1_F,MM_230_OFC3,230,17.0,2.116,2.116,2.116,None,102.116,210.1,134.2,365.4,232.5,123.9,214.6,232.3,230.2,1.119,1.011,1.123,1.011,0.933,0.933,1.01,1.001,0.0
C29_S1_N1_F_MM_230_OFC3_18,C29_S1_N1_F,MM_230_OFC3,230,18.0,2.117,2.117,2.117,None,102.117,209.2,134.3,371.4,232.5,124.0,213.1,232.3,230.1,1.114,1.011,1.142,1.011,0.934,0.927,1.01,1.0,0.0
C29_S1_N1_F_MM_230_OFC3_19,C29_S1_N1_F,MM_230_OFC3,230,19.0,2.118,2.118,2.118,None,102.118,210.6,134.2,371.3,232.5,123.5,213.4,232.3,230.0,1.121,1.011,1.142,1.011,0.93,0.928,1.01,1.0,0.0
C29_S1_N1_F_MM_230_OFC3_20,C29_S1_N1_F,MM_230_OFC3,230,20.0,2.119,2.119,2.119,None,102.119,211.3,134.2,369.9,232.5,123.3,214.5,232.3,229.7,1.125,1.011,1.137,1.011,0.929,0.933,1.01,0.999,0.0
C29_S1_N1_F_MM_230_OFC4_1,C29_S1_N1_F,MM_230_OFC4,230,1.0,2.1,2.1,2.1,None,102.1,205.0,134.2,353.8,232.5,97.1,177.0,232.3,220.7,1.092,1.011,1.088,1.011,0.731,0.77,1.01,0.96,0.0
C29_S1_N1_F_MM_230_OFC4_2,C29_S1_N1_F,MM_230_OFC4,230,2.0,2.101,2.101,2.101,None,102.101,205.9,134.2,352.2,232.5,98.2,172.4,232.3,220.9,1.096,1.011,1.083,1.011,0.74,0.75,1.01,0.96,0.0
C29_S1_N1_F_MM_230_OFC4_3,C29_S1_N1_F,MM_230_OFC4,230,3.0,2.102,2.102,2.102,None,102.102,207.4,134.2,350.8,232.5,101.6,172.6,232.3,221.8,1.104,1.011,1.078,1.011,0.765,0.75,1.01,0.964,0.0
C29_S1_N1_F_MM_230_OFC4_4,C29_S1_N1_F,MM_230_OFC4,230,4.0,2.103,2.103,2.103,None,102.103,205.0,134.4,359.3,232.5,104.0,176.8,232.3,222.5,1.092,1.012,1.105,1.011,0.783,0.769,1.01,0.967,0.0
C29_S1_N1_F_MM_230_OFC4_5,C29_S1_N1_F,MM_230_OFC4,230,5.0,2.104,2.104,2.104,None,102.104,204.3,134.9,358.5,232.5,104.7,184.6,232.3,223.5,1.088,1.016,1.102,1.011,0.788,0.803,1.01,0.972,0.0
C29_S1_N1_F_MM_230_OFC4_6,C29_S1_N1_F,MM_230_OFC4,230,6.0,2.105,2.105,2.105,None,102.105,202.1,135.1,355.7,232.9,108.0,194.6,232.3,224.2,1.076,1.017,1.094,1.013,0.813,0.846,1.01,0.975,0.0
C29_S1_N1_F_MM_230_OFC4_7,C29_S1_N1_F,MM_230_OFC4,230,7.0,2.106,2.106,2.106,None,102.106,205.2,134.7,353.6,234.0,114.1,203.2,232.3,225.6,1.093,1.014,1.087,1.017,0.859,0.883,1.01,0.981,0.0
C29_S1_N1_F_MM_230_OFC4_8,C29_S1_N1_F,MM_230_OFC4,230,8.0,2.107,2.107,2.107,None,102.107,206.1,134.2,352.1,232.6,121.6,211.6,232.3,227.5,1.097,1.011,1.082,1.011,0.916,0.92,1.01,0.989,0.0
C29_S1_N1_F_MM_230_OFC4_9,C29_S1_N1_F,MM_230_OFC4,230,9.0,2.108,2.108,2.108,None,102.108,197.6,134.2,346.0,232.5,128.1,220.3,232.3,229.2,1.052,1.011,1.064,1.011,0.965,0.958,1.01,0.997,0.0
C29_S1_N1_F_MM_230_OFC4_10,C29_S1_N1_F,MM_230_OFC4,230,10.0,2.109,2.109,2.109,None,102.109,195.5,134.2,337.3,232.5,131.4,228.4,232.3,231.2,1.041,1.011,1.037,1.011,0.99,0.993,1.01,1.005,0.0
C29_S1_N1_F_MM_230_OFC4_11,C29_S1_N1_F,MM_230_OFC4,230,11.0,2.11,2.11,2.11,None,102.11,191.2,134.2,331.2,232.6,133.5,231.5,232.3,232.0,1.018,1.011,1.018,1.011,1.005,1.007,1.01,1.009,0.0
C29_S1_N1_F_MM_230_OFC4_12,C29_S1_N1_F,MM_230_OFC4,230,12.0,2.111,2.111,2.111,None,102.111,195.3,134.2,336.8,232.5,131.6,228.3,232.3,231.2,1.04,1.011,1.035,1.011,0.991,0.993,1.01,1.005,0.0
C29_S1_N1_F_MM_230_OFC4_13,C29_S1_N1_F,MM_230_OFC4,230,13.0,2.112,2.112,2.112,None,102.112,198.3,134.2,345.1,232.5,128.2,220.4,232.3,229.2,1.056,1.011,1.061,1.011,0.965,0.958,1.01,0.997,0.0
C29_S1_N1_F_MM_230_OFC4_14,C29_S1_N1_F,MM_230_OFC4,230,14.0,2.113,2.113,2.113,None,102.113,199.2,134.2,358.3,232.5,121.9,211.1,232.3,227.5,1.061,1.011,1.102,1.011,0.918,0.918,1.01,0.989,0.0
C29_S1_N1_F_MM_230_OFC4_15,C29_S1_N1_F,MM_230_OFC4,230,15.0,2.114,2.114,2.114,None,102.114,203.4,134.2,355.2,232.5,114.9,204.2,232.3,225.6,1.083,1.011,1.092,1.011,0.865,0.888,1.01,0.981,0.0
C29_S1_N1_F_MM_230_OFC4_16,C29_S1_N1_F,MM_230_OFC4,230,16.0,2.115,2.115,2.115,None,102.115,205.9,134.2,353.3,232.5,109.5,195.0,232.3,224.1,1.096,1.011,1.086,1.011,0.825,0.848,1.01,0.974,0.0
C29_S1_N1_F_MM_230_OFC4_17,C29_S1_N1_F,MM_230_OFC4,230,17.0,2.116,2.116,2.116,None,102.116,207.4,134.2,351.5,232.5,106.0,184.1,232.3,223.2,1.104,1.011,1.081,1.011,0.798,0.8,1.01,0.97,0.0
C29_S1_N1_F_MM_230_OFC4_18,C29_S1_N1_F,MM_230_OFC4,230,18.0,2.117,2.117,2.117,None,102.117,205.4,134.2,359.9,232.5,105.3,176.7,232.3,222.4,1.094,1.011,1.106,1.011,0.793,0.768,1.01,0.967,0.0
C29_S1_N1_F_MM_230_OFC4_19,C29_S1_N1_F,MM_230_OFC4,230,19.0,2.118,2.118,2.118,None,102.118,205.3,134.2,359.0,232.5,101.1,174.3,232.3,221.9,1.093,1.011,1.104,1.011,0.761,0.758,1.01,0.965,0.0
C29_S1_N1_F_MM_230_OFC4_20,C29_S1_N1_F,MM_230_OFC4,230,20.0,2.119,2.119,2.119,None,102.119,207.1,134.2,355.9,232.5,98.1,176.6,232.3,220.9,1.103,1.011,1.094,1.011,0.739,0.768,1.01,0.96,0.0
C29_S1_N1_F_MM_230_OFT1_1,C29_S1_N1_F,MM_230_OFT1,230,1.0,2.1,2.1,2.1,None,102.1,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_2,C29_S1_N1_F,MM_230_OFT1,230,2.0,2.101,2.101,2.101,None,102.101,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_3,C29_S1_N1_F,MM_230_OFT1,230,3.0,2.102,2.102,2.102,None,102.102,0.8,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_4,C29_S1_N1_F,MM_230_OFT1,230,4.0,2.103,2.103,2.103,None,102.103,0.8,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_5,C29_S1_N1_F,MM_230_OFT1,230,5.0,2.104,2.104,2.104,None,102.104,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_6,C29_S1_N1_F,MM_230_OFT1,230,6.0,2.105,2.105,2.105,None,102.105,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_7,C29_S1_N1_F,MM_230_OFT1,230,7.0,2.106,2.106,2.106,None,102.106,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_8,C29_S1_N1_F,MM_230_OFT1,230,8.0,2.107,2.107,2.107,None,102.107,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_9,C29_S1_N1_F,MM_230_OFT1,230,9.0,2.108,2.108,2.108,None,102.108,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_10,C29_S1_N1_F,MM_230_OFT1,230,10.0,2.109,2.109,2.109,None,102.109,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_11,C29_S1_N1_F,MM_230_OFT1,230,11.0,2.11,2.11,2.11,None,102.11,0.6,0.4,1.0,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_12,C29_S1_N1_F,MM_230_OFT1,230,12.0,2.111,2.111,2.111,None,102.111,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_13,C29_S1_N1_F,MM_230_OFT1,230,13.0,2.112,2.112,2.112,None,102.112,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_14,C29_S1_N1_F,MM_230_OFT1,230,14.0,2.113,2.113,2.113,None,102.113,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_15,C29_S1_N1_F,MM_230_OFT1,230,15.0,2.114,2.114,2.114,None,102.114,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_16,C29_S1_N1_F,MM_230_OFT1,230,16.0,2.115,2.115,2.115,None,102.115,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_17,C29_S1_N1_F,MM_230_OFT1,230,17.0,2.116,2.116,2.116,None,102.116,0.8,0.4,1.3,0.7,0.4,0.6,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_18,C29_S1_N1_F,MM_230_OFT1,230,18.0,2.117,2.117,2.117,None,102.117,0.8,0.4,1.3,0.7,0.4,0.6,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_19,C29_S1_N1_F,MM_230_OFT1,230,19.0,2.118,2.118,2.118,None,102.118,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT1_20,C29_S1_N1_F,MM_230_OFT1,230,20.0,2.119,2.119,2.119,None,102.119,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_1,C29_S1_N1_F,MM_230_OFT2,230,1.0,2.1,2.1,2.1,None,102.1,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_2,C29_S1_N1_F,MM_230_OFT2,230,2.0,2.101,2.101,2.101,None,102.101,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_3,C29_S1_N1_F,MM_230_OFT2,230,3.0,2.102,2.102,2.102,None,102.102,0.8,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_4,C29_S1_N1_F,MM_230_OFT2,230,4.0,2.103,2.103,2.103,None,102.103,0.8,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_5,C29_S1_N1_F,MM_230_OFT2,230,5.0,2.104,2.104,2.104,None,102.104,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_6,C29_S1_N1_F,MM_230_OFT2,230,6.0,2.105,2.105,2.105,None,102.105,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_7,C29_S1_N1_F,MM_230_OFT2,230,7.0,2.106,2.106,2.106,None,102.106,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_8,C29_S1_N1_F,MM_230_OFT2,230,8.0,2.107,2.107,2.107,None,102.107,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_9,C29_S1_N1_F,MM_230_OFT2,230,9.0,2.108,2.108,2.108,None,102.108,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_10,C29_S1_N1_F,MM_230_OFT2,230,10.0,2.109,2.109,2.109,None,102.109,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_11,C29_S1_N1_F,MM_230_OFT2,230,11.0,2.11,2.11,2.11,None,102.11,0.6,0.4,1.0,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_12,C29_S1_N1_F,MM_230_OFT2,230,12.0,2.111,2.111,2.111,None,102.111,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_13,C29_S1_N1_F,MM_230_OFT2,230,13.0,2.112,2.112,2.112,None,102.112,0.6,0.4,1.1,0.7,0.4,0.7,0.7,0.7,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_14,C29_S1_N1_F,MM_230_OFT2,230,14.0,2.113,2.113,2.113,None,102.113,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_15,C29_S1_N1_F,MM_230_OFT2,230,15.0,2.114,2.114,2.114,None,102.114,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_16,C29_S1_N1_F,MM_230_OFT2,230,16.0,2.115,2.115,2.115,None,102.115,0.7,0.4,1.2,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_17,C29_S1_N1_F,MM_230_OFT2,230,17.0,2.116,2.116,2.116,None,102.116,0.8,0.4,1.3,0.7,0.4,0.6,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_18,C29_S1_N1_F,MM_230_OFT2,230,18.0,2.117,2.117,2.117,None,102.117,0.8,0.4,1.3,0.7,0.4,0.6,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_19,C29_S1_N1_F,MM_230_OFT2,230,19.0,2.118,2.118,2.118,None,102.118,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT2_20,C29_S1_N1_F,MM_230_OFT2,230,20.0,2.119,2.119,2.119,None,102.119,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT3_1,C29_S1_N1_F,MM_230_OFT3,230,1.0,2.1,2.1,2.1,None,102.1,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT3_2,C29_S1_N1_F,MM_230_OFT3,230,2.0,2.101,2.101,2.101,None,102.101,0.7,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
C29_S1_N1_F_MM_230_OFT3_3,C29_S1_N1_F,MM_230_OFT3,230,3.0,2.102,2.102,2.102,None,102.102,0.8,0.4,1.3,0.7,0.4,0.7,0.7,0.7,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.0
